Year,Facility_Id,Facility_Name,APR_DRG_Code,APR_Severity_of_Illness_Code,APR_DRG_Description,APR_Severity_of_Illness_Description,APR_Medical_Surgical_Code,APR_Medical_Surgical_Description,Discharges,Mean_Charge,Median_Charge,Mean_Cost,Median_Cost
2013,116,Arnot Ogden Medical Center,229,2,Other Digestive System & Abdominal Procedures,Moderate,P,Surgical,2,29229.96,29229.96,8927.95,8927.95
2013,116,Arnot Ogden Medical Center,229,3,Other Digestive System & Abdominal Procedures,Major,P,Surgical,2,29784.47,29784.47,8495.02,8495.02
2013,116,Arnot Ogden Medical Center,240,1,Digestive Malignancy,Minor,M,Medical,1,19909.13,19909.13,9488.91,9488.91
2013,116,Arnot Ogden Medical Center,240,2,Digestive Malignancy,Moderate,M,Medical,6,11666.93,11740.22,4635.34,4528.99
2013,116,Arnot Ogden Medical Center,240,3,Digestive Malignancy,Major,M,Medical,15,20795.11,16458.6,8073.79,6459.09
2013,116,Arnot Ogden Medical Center,240,4,Digestive Malignancy,Extreme,M,Medical,3,24682.81,26317.09,8513.54,7864.81
2013,116,Arnot Ogden Medical Center,241,1,Peptic Ulcer & Gastritis,Minor,M,Medical,25,11119.8,9603.25,3649.39,3135.52
2013,116,Arnot Ogden Medical Center,241,2,Peptic Ulcer & Gastritis,Moderate,M,Medical,29,14122.28,13058.96,4738.85,4024.72
2013,116,Arnot Ogden Medical Center,241,3,Peptic Ulcer & Gastritis,Major,M,Medical,16,24877.19,19667.65,8749,6706.45
2013,116,Arnot Ogden Medical Center,242,3,Major Esophageal Disorders,Major,M,Medical,2,17634.86,17634.86,6216.26,6216.26
2013,116,Arnot Ogden Medical Center,242,4,Major Esophageal Disorders,Extreme,M,Medical,1,11091.21,11091.21,3721.1,3721.1
2013,116,Arnot Ogden Medical Center,243,1,Other Esophageal Disorders,Minor,M,Medical,6,8377.03,6143.01,3188.61,2108.23
2013,116,Arnot Ogden Medical Center,243,2,Other Esophageal Disorders,Moderate,M,Medical,11,11727.72,10691.73,3738.13,3153.28
2013,116,Arnot Ogden Medical Center,243,3,Other Esophageal Disorders,Major,M,Medical,2,20766.05,20766.05,7468.82,7468.82
2013,116,Arnot Ogden Medical Center,244,1,Diverticulitis & Diverticulosis,Minor,M,Medical,35,10625.99,9146.34,3371.49,3049.81
2013,116,Arnot Ogden Medical Center,244,2,Diverticulitis & Diverticulosis,Moderate,M,Medical,59,13369.2,12296.67,4666.77,4338.15
2013,116,Arnot Ogden Medical Center,244,3,Diverticulitis & Diverticulosis,Major,M,Medical,13,19025.83,15578.8,6471.16,5512.72
2013,116,Arnot Ogden Medical Center,244,4,Diverticulitis & Diverticulosis,Extreme,M,Medical,2,37912.04,37912.04,12583.84,12583.84
2013,116,Arnot Ogden Medical Center,245,1,Inflammatory Bowel Disease,Minor,M,Medical,8,10290.48,8936.38,3408.62,2565.6
2013,116,Arnot Ogden Medical Center,245,2,Inflammatory Bowel Disease,Moderate,M,Medical,16,16575.38,13738.53,5869.08,4683.38
2013,116,Arnot Ogden Medical Center,245,3,Inflammatory Bowel Disease,Major,M,Medical,6,23889.7,24965.91,9006.2,9011.24
2013,116,Arnot Ogden Medical Center,246,1,Gastrointestinal Vascular Insufficiency,Minor,M,Medical,1,14580.72,14580.72,5411.23,5411.23
2013,116,Arnot Ogden Medical Center,246,2,Gastrointestinal Vascular Insufficiency,Moderate,M,Medical,3,17011.11,14996.21,5823.96,6275.33
2013,116,Arnot Ogden Medical Center,246,3,Gastrointestinal Vascular Insufficiency,Major,M,Medical,4,34045.43,32916.86,11942.39,11546.25
2013,116,Arnot Ogden Medical Center,247,1,Intestinal Obstruction,Minor,M,Medical,40,10475.22,9940.56,3141.38,2710.1
2013,116,Arnot Ogden Medical Center,247,2,Intestinal Obstruction,Moderate,M,Medical,48,12379.77,10896.84,4145.84,3622.5
2013,116,Arnot Ogden Medical Center,247,3,Intestinal Obstruction,Major,M,Medical,17,16859.84,14264.91,6291.6,5517.89
2013,116,Arnot Ogden Medical Center,248,1,Major Gastrointestinal & Peritoneal Infections,Minor,M,Medical,8,10985.99,10713.37,3610.29,3156.5
2013,116,Arnot Ogden Medical Center,248,2,Major Gastrointestinal & Peritoneal Infections,Moderate,M,Medical,28,14449.71,13593.24,5136.39,4854.04
2013,116,Arnot Ogden Medical Center,248,3,Major Gastrointestinal & Peritoneal Infections,Major,M,Medical,16,22326.98,17148.44,8073.9,7379.51
2013,116,Arnot Ogden Medical Center,248,4,Major Gastrointestinal & Peritoneal Infections,Extreme,M,Medical,5,73001.06,47368.11,26890.98,21538.93
2013,116,Arnot Ogden Medical Center,249,1,"Non-Bacterial Gastroenteritis, Nausea & Vomiting",Minor,M,Medical,32,7796.15,7617.74,2537.73,2081.57
2013,116,Arnot Ogden Medical Center,249,2,"Non-Bacterial Gastroenteritis, Nausea & Vomiting",Moderate,M,Medical,69,11682.08,11182.91,3692.65,3465.75
2013,116,Arnot Ogden Medical Center,249,3,"Non-Bacterial Gastroenteritis, Nausea & Vomiting",Major,M,Medical,20,14620.59,14214.8,4991.67,4340.23
2013,116,Arnot Ogden Medical Center,249,4,"Non-Bacterial Gastroenteritis, Nausea & Vomiting",Extreme,M,Medical,1,18080.06,18080.06,5234.76,5234.76
2013,116,Arnot Ogden Medical Center,251,1,Abdominal Pain,Minor,M,Medical,6,9171.51,10280.51,2499.85,2485.34
2013,116,Arnot Ogden Medical Center,251,2,Abdominal Pain,Moderate,M,Medical,17,12091.71,11110.79,3629,2789.67
2013,116,Arnot Ogden Medical Center,251,3,Abdominal Pain,Major,M,Medical,6,13821.23,12465.84,4476.42,3615.85
2013,116,Arnot Ogden Medical Center,252,1,"Malfunction, Reaction & Complication Of Gi Device Or Procedure",Minor,M,Medical,4,9028.09,8868.07,3149.59,3344.03
2013,116,Arnot Ogden Medical Center,252,2,"Malfunction, Reaction & Complication Of Gi Device Or Procedure",Moderate,M,Medical,9,18503.73,15842.23,6105.81,5591.04
2013,116,Arnot Ogden Medical Center,252,3,"Malfunction, Reaction & Complication Of Gi Device Or Procedure",Major,M,Medical,7,25351.41,20268.71,8910.31,7154.04
2013,116,Arnot Ogden Medical Center,253,1,Other & Unspecified Gastrointestinal Hemorrhage,Minor,M,Medical,10,12105.87,10219.56,3926.52,3356.84
2013,116,Arnot Ogden Medical Center,253,2,Other & Unspecified Gastrointestinal Hemorrhage,Moderate,M,Medical,45,15710.24,14385.26,5691.38,4638.49
2013,116,Arnot Ogden Medical Center,253,3,Other & Unspecified Gastrointestinal Hemorrhage,Major,M,Medical,19,21037.18,20274.29,8196.76,7057.51
2013,116,Arnot Ogden Medical Center,253,4,Other & Unspecified Gastrointestinal Hemorrhage,Extreme,M,Medical,1,91280.07,91280.07,27377.46,27377.46
2013,116,Arnot Ogden Medical Center,254,1,Other Digestive System Diagnoses,Minor,M,Medical,32,11169.72,10558.86,3660.66,3512.9
2013,116,Arnot Ogden Medical Center,254,2,Other Digestive System Diagnoses,Moderate,M,Medical,35,12419.14,11538.93,4442.52,3733.07
2013,116,Arnot Ogden Medical Center,254,3,Other Digestive System Diagnoses,Major,M,Medical,16,24867.23,18850.03,9028.74,7031.49
2013,116,Arnot Ogden Medical Center,254,4,Other Digestive System Diagnoses,Extreme,M,Medical,1,13388.27,13388.27,5029.7,5029.7
2013,116,Arnot Ogden Medical Center,260,2,"Major Pancreas, Liver & Shunt Procedures",Moderate,P,Surgical,2,13851.58,13851.58,4020.32,4020.32
2013,116,Arnot Ogden Medical Center,260,3,"Major Pancreas, Liver & Shunt Procedures",Major,P,Surgical,1,29888.39,29888.39,11263.56,11263.56
2013,116,Arnot Ogden Medical Center,262,1,Cholecystectomy Except Laparoscopic,Minor,P,Surgical,2,21651.77,21651.77,6116.21,6116.21
2013,116,Arnot Ogden Medical Center,262,2,Cholecystectomy Except Laparoscopic,Moderate,P,Surgical,8,33988.43,34516.49,11148.19,11952.95
2013,116,Arnot Ogden Medical Center,262,3,Cholecystectomy Except Laparoscopic,Major,P,Surgical,3,51816.99,56696.1,18752.07,21073.78
2013,116,Arnot Ogden Medical Center,262,4,Cholecystectomy Except Laparoscopic,Extreme,P,Surgical,1,108928.35,108928.35,37776.09,37776.09
2013,116,Arnot Ogden Medical Center,263,1,Laparoscopic Cholecystectomy,Minor,P,Surgical,36,19715.93,19067.54,6008.11,5058.38
2013,116,Arnot Ogden Medical Center,263,2,Laparoscopic Cholecystectomy,Moderate,P,Surgical,43,27261.79,24792.52,8474.52,8327.43
2013,116,Arnot Ogden Medical Center,263,3,Laparoscopic Cholecystectomy,Major,P,Surgical,13,37838.04,35809.38,12499.86,12548.95
2013,116,Arnot Ogden Medical Center,263,4,Laparoscopic Cholecystectomy,Extreme,P,Surgical,2,79374.21,79374.21,27367.68,27367.68
2013,116,Arnot Ogden Medical Center,264,4,"Other Hepatobiliary, Pancreas & Abdominal Procedures",Extreme,P,Surgical,1,43459.99,43459.99,16647.19,16647.19
2013,116,Arnot Ogden Medical Center,279,2,Hepatic Coma & Other Major Acute Liver Disorders,Moderate,M,Medical,6,13198.83,11157.31,4754.71,4163.54
2013,116,Arnot Ogden Medical Center,279,3,Hepatic Coma & Other Major Acute Liver Disorders,Major,M,Medical,30,15877.24,11620.04,5767.67,4058.69
2013,116,Arnot Ogden Medical Center,279,4,Hepatic Coma & Other Major Acute Liver Disorders,Extreme,M,Medical,6,11929.84,10252.42,4997.94,2997.86
2013,116,Arnot Ogden Medical Center,280,2,Alcoholic Liver Disease,Moderate,M,Medical,5,15140.68,18098.69,5109.9,4984.22
2013,116,Arnot Ogden Medical Center,280,3,Alcoholic Liver Disease,Major,M,Medical,6,19514.93,21720.37,8663.4,9309.02
2013,116,Arnot Ogden Medical Center,280,4,Alcoholic Liver Disease,Extreme,M,Medical,3,21109.26,19425.75,7822.29,7201.31
2013,116,Arnot Ogden Medical Center,281,1,Malignancy Of Hepatobiliary System & Pancreas,Minor,M,Medical,1,17878.98,17878.98,3661.28,3661.28
2013,116,Arnot Ogden Medical Center,281,2,Malignancy Of Hepatobiliary System & Pancreas,Moderate,M,Medical,3,3667.92,1945.8,1692.46,848.73
2013,116,Arnot Ogden Medical Center,281,3,Malignancy Of Hepatobiliary System & Pancreas,Major,M,Medical,12,26695.95,27237.37,9311.11,9077.52
2013,116,Arnot Ogden Medical Center,282,1,Disorders Of Pancreas Except Malignancy,Minor,M,Medical,22,11751.09,11186.41,3576.61,3501.38
2013,116,Arnot Ogden Medical Center,282,2,Disorders Of Pancreas Except Malignancy,Moderate,M,Medical,44,13134.58,11178.23,4309.25,3877.68
2013,116,Arnot Ogden Medical Center,282,3,Disorders Of Pancreas Except Malignancy,Major,M,Medical,16,23494.44,14438.81,7947.97,4532.61
2013,116,Arnot Ogden Medical Center,282,4,Disorders Of Pancreas Except Malignancy,Extreme,M,Medical,2,78379.49,78379.49,26526.35,26526.35
2013,116,Arnot Ogden Medical Center,283,2,Other Disorders Of The Liver,Moderate,M,Medical,6,26753.58,24828.98,9754.15,7771.98
2013,116,Arnot Ogden Medical Center,283,3,Other Disorders Of The Liver,Major,M,Medical,8,14432.34,12895.08,5445.1,4993.45
2013,116,Arnot Ogden Medical Center,283,4,Other Disorders Of The Liver,Extreme,M,Medical,2,22462.18,22462.18,6414.41,6414.41
2013,116,Arnot Ogden Medical Center,284,1,Disorders Of Gallbladder & Biliary Tract,Minor,M,Medical,4,10341.59,11020.44,3252.67,3640.17
2013,116,Arnot Ogden Medical Center,284,2,Disorders Of Gallbladder & Biliary Tract,Moderate,M,Medical,27,15352.21,13623.51,4674.48,3670.15
2013,116,Arnot Ogden Medical Center,284,3,Disorders Of Gallbladder & Biliary Tract,Major,M,Medical,18,24180.54,21322.79,8538.16,7354.57
2013,116,Arnot Ogden Medical Center,284,4,Disorders Of Gallbladder & Biliary Tract,Extreme,M,Medical,2,41721.49,41721.49,16184.86,16184.86
2013,116,Arnot Ogden Medical Center,301,1,Hip Joint Replacement,Minor,P,Surgical,94,24661.97,24083.62,9992.57,9852.3
2013,116,Arnot Ogden Medical Center,301,2,Hip Joint Replacement,Moderate,P,Surgical,91,26617.94,25296.32,10409.09,10108.99
2013,116,Arnot Ogden Medical Center,301,3,Hip Joint Replacement,Major,P,Surgical,12,33296.59,28222.98,12379.05,10830.02
2013,116,Arnot Ogden Medical Center,302,1,Knee Joint Replacement,Minor,P,Surgical,201,19999.92,18974.43,8748.6,8131.9
2013,116,Arnot Ogden Medical Center,302,2,Knee Joint Replacement,Moderate,P,Surgical,141,21830.62,20452.03,9576.9,8949.38
2013,116,Arnot Ogden Medical Center,302,3,Knee Joint Replacement,Major,P,Surgical,6,29087.36,23730.64,12093.82,10453.54
2013,116,Arnot Ogden Medical Center,302,4,Knee Joint Replacement,Extreme,P,Surgical,1,71566.05,71566.05,26319.77,26319.77
2013,116,Arnot Ogden Medical Center,304,1,Dorsal & Lumbar Fusion Proc Except For Curvature Of Back,Minor,P,Surgical,7,61441.29,54739.89,21936.09,19951.92
2013,116,Arnot Ogden Medical Center,304,2,Dorsal & Lumbar Fusion Proc Except For Curvature Of Back,Moderate,P,Surgical,16,70113.21,67557.98,25426.52,24018.31
2013,116,Arnot Ogden Medical Center,304,3,Dorsal & Lumbar Fusion Proc Except For Curvature Of Back,Major,P,Surgical,1,100823.57,100823.57,33350.09,33350.09
2013,116,Arnot Ogden Medical Center,305,2,Amputation Of Lower Limb Except Toes,Moderate,P,Surgical,15,18485.31,14101.74,7369.9,6363.7
2013,116,Arnot Ogden Medical Center,305,3,Amputation Of Lower Limb Except Toes,Major,P,Surgical,13,38570.76,38677.61,15454.9,14688.13
2013,116,Arnot Ogden Medical Center,305,4,Amputation Of Lower Limb Except Toes,Extreme,P,Surgical,3,75630.8,76043.55,30989.18,30830.62
2013,116,Arnot Ogden Medical Center,308,1,Hip & Femur Procedures For Trauma Except Joint Replacement,Minor,P,Surgical,22,17775.65,18204.78,6876.43,6935.96
2013,116,Arnot Ogden Medical Center,308,2,Hip & Femur Procedures For Trauma Except Joint Replacement,Moderate,P,Surgical,43,22284.98,20517.86,8752.27,8076.47
2013,116,Arnot Ogden Medical Center,308,3,Hip & Femur Procedures For Trauma Except Joint Replacement,Major,P,Surgical,21,34494.85,31964.99,13139.43,12925.18
2013,116,Arnot Ogden Medical Center,308,4,Hip & Femur Procedures For Trauma Except Joint Replacement,Extreme,P,Surgical,3,39539.86,30736.59,13929.99,10606.37
2013,116,Arnot Ogden Medical Center,309,2,Hip & Femur Procedures For Non-Trauma Except Joint Replacement,Moderate,P,Surgical,5,23198.55,19682.73,8947.9,8262.06
2013,116,Arnot Ogden Medical Center,309,3,Hip & Femur Procedures For Non-Trauma Except Joint Replacement,Major,P,Surgical,3,24100.57,24565.46,9499.95,9016.24
2013,116,Arnot Ogden Medical Center,310,1,Intervertebral Disc Excision & Decompression,Minor,P,Surgical,19,33236,27810.1,10187.62,8051.95
2013,116,Arnot Ogden Medical Center,310,2,Intervertebral Disc Excision & Decompression,Moderate,P,Surgical,30,33675.43,30911.18,11787.12,11225.18
2013,116,Arnot Ogden Medical Center,310,3,Intervertebral Disc Excision & Decompression,Major,P,Surgical,27,44133.73,36283.38,16276.75,15584.15
2013,116,Arnot Ogden Medical Center,310,4,Intervertebral Disc Excision & Decompression,Extreme,P,Surgical,1,62039.63,62039.63,24476.06,24476.06
2013,116,Arnot Ogden Medical Center,312,3,"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",Major,P,Surgical,1,49209.37,49209.37,16904.55,16904.55
2013,116,Arnot Ogden Medical Center,313,1,Knee & Lower Leg Procedures Except Foot,Minor,P,Surgical,38,16385.89,16404.99,6238.1,6263.81
2013,116,Arnot Ogden Medical Center,313,2,Knee & Lower Leg Procedures Except Foot,Moderate,P,Surgical,27,22613.1,23680.42,8072.18,8725.52
2013,116,Arnot Ogden Medical Center,313,3,Knee & Lower Leg Procedures Except Foot,Major,P,Surgical,4,28257.59,29988.46,10599.49,11420.94
2013,116,Arnot Ogden Medical Center,314,1,Foot & Toe Procedures,Minor,P,Surgical,10,15052.1,15254.87,5373.52,5688.47
2013,116,Arnot Ogden Medical Center,314,2,Foot & Toe Procedures,Moderate,P,Surgical,19,19726.37,16661.35,7608.09,5780.06
2013,116,Arnot Ogden Medical Center,314,3,Foot & Toe Procedures,Major,P,Surgical,11,26398.04,26791.15,10453.38,10129.76
2013,116,Arnot Ogden Medical Center,315,1,"Shoulder, Upper Arm & Forearm Procedures",Minor,P,Surgical,7,12585.84,12654.65,4456.08,4798.01
2013,116,Arnot Ogden Medical Center,315,2,"Shoulder, Upper Arm & Forearm Procedures",Moderate,P,Surgical,45,29823.15,29288.16,11363.36,11034.79
2013,116,Arnot Ogden Medical Center,315,3,"Shoulder, Upper Arm & Forearm Procedures",Major,P,Surgical,4,32965.09,34346.71,12411.74,12914.51
2013,116,Arnot Ogden Medical Center,315,4,"Shoulder, Upper Arm & Forearm Procedures",Extreme,P,Surgical,1,158349.43,158349.43,48107.34,48107.34
2013,116,Arnot Ogden Medical Center,316,1,Hand & Wrist Procedures,Minor,P,Surgical,1,7142.76,7142.76,2209.86,2209.86
2013,116,Arnot Ogden Medical Center,316,2,Hand & Wrist Procedures,Moderate,P,Surgical,1,15290.86,15290.86,7579.16,7579.16
2013,116,Arnot Ogden Medical Center,317,1,"Tendon, Muscle & Other Soft Tissue Procedures",Minor,P,Surgical,11,11229.17,12214.84,3726.16,4053.22
2013,116,Arnot Ogden Medical Center,317,2,"Tendon, Muscle & Other Soft Tissue Procedures",Moderate,P,Surgical,6,14576.17,12125.45,5413.88,3948.23
2013,116,Arnot Ogden Medical Center,317,3,"Tendon, Muscle & Other Soft Tissue Procedures",Major,P,Surgical,1,26040.65,26040.65,9797.22,9797.22
2013,116,Arnot Ogden Medical Center,317,4,"Tendon, Muscle & Other Soft Tissue Procedures",Extreme,P,Surgical,1,71374.78,71374.78,25324.81,25324.81
2013,116,Arnot Ogden Medical Center,320,1,Other Musculoskeletal System & Connective Tissue Procedures,Minor,P,Surgical,1,22671.41,22671.41,8509.17,8509.17
2013,116,Arnot Ogden Medical Center,320,2,Other Musculoskeletal System & Connective Tissue Procedures,Moderate,P,Surgical,4,20400.73,20982.67,8117.16,8558.43
2013,116,Arnot Ogden Medical Center,320,3,Other Musculoskeletal System & Connective Tissue Procedures,Major,P,Surgical,6,50483.91,35509.9,16936.15,12941.25
2013,116,Arnot Ogden Medical Center,320,4,Other Musculoskeletal System & Connective Tissue Procedures,Extreme,P,Surgical,1,23785.53,23785.53,9737.36,9737.36
2013,116,Arnot Ogden Medical Center,321,1,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,Minor,P,Surgical,26,49334.5,50325.33,16448.37,16720.74
2013,116,Arnot Ogden Medical Center,321,2,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,Moderate,P,Surgical,17,71121.21,62929.75,24046.88,19803.91
2013,116,Arnot Ogden Medical Center,321,3,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,Major,P,Surgical,3,99227.46,99982.1,34923.26,31812.9
2013,116,Arnot Ogden Medical Center,340,1,Fracture Of Femur,Minor,M,Medical,2,6894.49,6894.49,2612.58,2612.58
2013,116,Arnot Ogden Medical Center,340,2,Fracture Of Femur,Moderate,M,Medical,7,8454.03,7402.75,3701.17,2482.42
2013,116,Arnot Ogden Medical Center,340,3,Fracture Of Femur,Major,M,Medical,5,21180.77,16480.98,8668.95,7605.53
2013,116,Arnot Ogden Medical Center,341,1,Fracture Of Pelvis Or Dislocation Of Hip,Minor,M,Medical,3,9852.11,10129.24,3484.29,2929.36
2013,116,Arnot Ogden Medical Center,341,2,Fracture Of Pelvis Or Dislocation Of Hip,Moderate,M,Medical,7,14589.07,14624.13,3761.43,3486.13
2013,116,Arnot Ogden Medical Center,341,3,Fracture Of Pelvis Or Dislocation Of Hip,Major,M,Medical,6,12547.73,11678.46,4937.62,4313.43
2013,116,Arnot Ogden Medical Center,342,1,"Fractures & Dislocations Except Femur, Pelvis & Back",Minor,M,Medical,4,10766.01,8660.93,5309.69,3371.77
2013,116,Arnot Ogden Medical Center,342,2,"Fractures & Dislocations Except Femur, Pelvis & Back",Moderate,M,Medical,15,15546.41,13417.22,5219.36,4167.64
2013,116,Arnot Ogden Medical Center,342,3,"Fractures & Dislocations Except Femur, Pelvis & Back",Major,M,Medical,9,19862.14,16554.91,6870.92,6617.92
2013,116,Arnot Ogden Medical Center,343,2,Musculoskeletal Malignancy & Pathol Fracture D/T Muscskel Malig,Moderate,M,Medical,3,9164.02,8993.39,3297.42,2435.73
2013,116,Arnot Ogden Medical Center,343,3,Musculoskeletal Malignancy & Pathol Fracture D/T Muscskel Malig,Major,M,Medical,7,33880.93,35617.63,10072.94,11039.29
2013,116,Arnot Ogden Medical Center,343,4,Musculoskeletal Malignancy & Pathol Fracture D/T Muscskel Malig,Extreme,M,Medical,1,41869.72,41869.72,23739.17,23739.17
2013,116,Arnot Ogden Medical Center,344,2,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",Moderate,M,Medical,15,14307.42,14401.66,5577.38,5553.7
2013,116,Arnot Ogden Medical Center,344,3,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",Major,M,Medical,11,20957.81,17030.55,10565.76,8492.13
2013,116,Arnot Ogden Medical Center,346,1,Connective Tissue Disorders,Minor,M,Medical,3,17079.01,11280.23,6112.13,4221.92
2013,116,Arnot Ogden Medical Center,346,2,Connective Tissue Disorders,Moderate,M,Medical,6,11724.49,12608.17,4393.87,4330.97
2013,116,Arnot Ogden Medical Center,346,3,Connective Tissue Disorders,Major,M,Medical,1,20199.77,20199.77,7109.56,7109.56
2013,116,Arnot Ogden Medical Center,346,4,Connective Tissue Disorders,Extreme,M,Medical,1,85056.82,85056.82,26295,26295
2013,116,Arnot Ogden Medical Center,347,1,"Other Back & Neck Disorders, Fractures & Injuries",Minor,M,Medical,16,14403.74,12595.63,4216.5,3486.48
2013,116,Arnot Ogden Medical Center,347,2,"Other Back & Neck Disorders, Fractures & Injuries",Moderate,M,Medical,38,17682.05,13875.04,6322.6,4866.23
2013,116,Arnot Ogden Medical Center,347,3,"Other Back & Neck Disorders, Fractures & Injuries",Major,M,Medical,22,21597.71,17115.61,7161.44,6056.1
2013,116,Arnot Ogden Medical Center,349,1,"Malfunction, Reaction, Complic Of Orthopedic Device Or Procedure",Minor,M,Medical,1,8058.12,8058.12,2979.56,2979.56
2013,116,Arnot Ogden Medical Center,349,2,"Malfunction, Reaction, Complic Of Orthopedic Device Or Procedure",Moderate,M,Medical,12,12118.5,11186.34,4778.93,4466.52
2013,116,Arnot Ogden Medical Center,349,3,"Malfunction, Reaction, Complic Of Orthopedic Device Or Procedure",Major,M,Medical,4,15233.64,15708.41,7275.76,7668.85
2013,116,Arnot Ogden Medical Center,351,1,Other Musculoskeletal System & Connective Tissue Diagnoses,Minor,M,Medical,4,10995.55,11741.11,3197.29,3235.25
2013,116,Arnot Ogden Medical Center,351,2,Other Musculoskeletal System & Connective Tissue Diagnoses,Moderate,M,Medical,30,11807.52,10078.19,4389.67,3983.51
2013,116,Arnot Ogden Medical Center,351,3,Other Musculoskeletal System & Connective Tissue Diagnoses,Major,M,Medical,12,13884.04,12072.55,5508.4,4935.26
2013,116,Arnot Ogden Medical Center,351,4,Other Musculoskeletal System & Connective Tissue Diagnoses,Extreme,M,Medical,1,21079.72,21079.72,7580.6,7580.6
2013,116,Arnot Ogden Medical Center,362,1,Mastectomy Procedures,Minor,P,Surgical,5,11409.3,9813.98,3427.83,2972.67
2013,116,Arnot Ogden Medical Center,362,2,Mastectomy Procedures,Moderate,P,Surgical,3,20497.28,22800.85,6955.91,7339.82
2013,116,Arnot Ogden Medical Center,363,1,Breast Procedures Except Mastectomy,Minor,P,Surgical,1,9396.77,9396.77,3220.96,3220.96
2013,116,Arnot Ogden Medical Center,363,2,Breast Procedures Except Mastectomy,Moderate,P,Surgical,1,10711.69,10711.69,3956.32,3956.32
2013,116,Arnot Ogden Medical Center,363,3,Breast Procedures Except Mastectomy,Major,P,Surgical,2,17570.33,17570.33,6549.98,6549.98
2013,116,Arnot Ogden Medical Center,364,1,"Other Skin, Subcutaneous Tissue & Related Procedures",Minor,P,Surgical,10,13985.15,12619.92,5214.79,5070.52
2013,116,Arnot Ogden Medical Center,364,2,"Other Skin, Subcutaneous Tissue & Related Procedures",Moderate,P,Surgical,3,8305.47,6412.45,2972.54,2030.04
2013,116,Arnot Ogden Medical Center,380,1,Skin Ulcers,Minor,M,Medical,1,20175.54,20175.54,5982.16,5982.16
2013,116,Arnot Ogden Medical Center,380,2,Skin Ulcers,Moderate,M,Medical,6,18136.9,12979.94,7851.86,5672.09
2013,116,Arnot Ogden Medical Center,380,3,Skin Ulcers,Major,M,Medical,5,20232.81,16965.42,9415.65,10418.78
2013,116,Arnot Ogden Medical Center,382,3,Malignant Breast Disorders,Major,M,Medical,3,32752.87,29024.59,9841.83,10472.21
2013,116,Arnot Ogden Medical Center,383,1,Cellulitis & Other Bacterial Skin Infections,Minor,M,Medical,89,7577.02,7402.88,3262.93,3027.44
2013,116,Arnot Ogden Medical Center,383,2,Cellulitis & Other Bacterial Skin Infections,Moderate,M,Medical,148,11698.95,9857.99,4917.5,3944.84
2013,116,Arnot Ogden Medical Center,383,3,Cellulitis & Other Bacterial Skin Infections,Major,M,Medical,52,17355.26,14780.29,7186.09,6376.4
2013,116,Arnot Ogden Medical Center,383,4,Cellulitis & Other Bacterial Skin Infections,Extreme,M,Medical,1,131613.72,131613.72,41872.25,41872.25
2013,116,Arnot Ogden Medical Center,384,1,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",Minor,M,Medical,2,4401.06,4401.06,1387.75,1387.75
2013,116,Arnot Ogden Medical Center,384,2,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",Moderate,M,Medical,4,12183.14,12095.56,3260.57,2787.26
2013,116,Arnot Ogden Medical Center,384,3,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",Major,M,Medical,8,22232.18,19815.09,7374.05,7815.14
2013,116,Arnot Ogden Medical Center,385,1,"Other Skin, Subcutaneous Tissue & Breast Disorders",Minor,M,Medical,5,6646.94,6321.01,2477.64,2236.18
2013,116,Arnot Ogden Medical Center,385,2,"Other Skin, Subcutaneous Tissue & Breast Disorders",Moderate,M,Medical,2,4526.19,4526.19,1909.8,1909.8
2013,116,Arnot Ogden Medical Center,385,3,"Other Skin, Subcutaneous Tissue & Breast Disorders",Major,M,Medical,1,14199.59,14199.59,6568.73,6568.73
2013,116,Arnot Ogden Medical Center,401,1,Pituitary & Adrenal Procedures,Minor,P,Surgical,1,35819.17,35819.17,10056.73,10056.73
2013,116,Arnot Ogden Medical Center,401,2,Pituitary & Adrenal Procedures,Moderate,P,Surgical,2,48866.99,48866.99,13453.03,13453.03
2013,116,Arnot Ogden Medical Center,403,1,Procedures For Obesity,Minor,P,Surgical,104,21824.76,23203.11,6245.92,6419.22
2013,116,Arnot Ogden Medical Center,403,2,Procedures For Obesity,Moderate,P,Surgical,49,25879.09,23818.47,7375.35,6798.97
2013,116,Arnot Ogden Medical Center,403,3,Procedures For Obesity,Major,P,Surgical,1,68127.89,68127.89,20436.73,20436.73
2013,116,Arnot Ogden Medical Center,403,4,Procedures For Obesity,Extreme,P,Surgical,1,83898.74,83898.74,27279.65,27279.65
2013,116,Arnot Ogden Medical Center,404,1,"Thyroid, Parathyroid & Thyroglossal Procedures",Minor,P,Surgical,8,13379.39,13673.26,3899.22,3734.97
